state_code,county_code,census_tract,pct_white_2018,pct_black_2018,pct_hispanic_2018,med_income_2018,med_property_value_2018,med_loan_amount_2018,med_cltv_2018,pct_white_2024,pct_black_2024,pct_hispanic_2024,med_income_2024,med_property_value_2024,med_loan_amount_2024,med_cltv_2024,delta_income,delta_property_value,delta_loan_amount,delta_white,delta_black,delta_hispanic,delta_cltv
IL,17031,17031410100,0.222,0.444,0.000,108,145000,135000,80,0.500,0.250,0.250,150.5,240000,220000,87.5,42.5,95000,85000,0.278,-0.194,0.250,7.5
IL,17031,17031410200,0.600,0.000,0.000,65,285000,275000,95,0.400,0.200,0.000,127,555000,295000,80,62,270000,20000,-0.200,0.200,0.000,-15
IL,17031,17031410500,0.125,0.375,0.063,102,220000,175000,87.95,0.364,0.273,0.000,78,195000,145000,80,-24,-25000,-30000,0.239,-0.102,-0.063,-7.95
IL,17031,17031410600,0.400,0.133,0.000,163,545000,435000,80,0.538,0.308,0.077,200,345000,255000,80,37,-200000,-180000,0.138,0.174,0.077,0
IL,17031,17031410700,0.667,0.000,0.000,136,235000,185000,80,0.333,0.000,0.111,177,615000,295000,80,41,380000,110000,-0.333,0.000,0.111,0
IL,17031,17031410800,0.300,0.100,0.000,102,250000,225000,82.5,0.500,0.125,0.000,143.5,335000,245000,77.5,41.5,85000,20000,0.200,0.025,0.000,-5
IL,17031,17031410900,0.625,0.125,0.063,99,195000,170000,82.5,0.579,0.158,0.105,136,275000,215000,80,37,80000,45000,-0.046,0.033,0.043,-2.5
IL,17031,17031411000,0.750,0.083,0.000,143,290000,210000,80,0.588,0.235,0.000,144,205000,195000,90,1,-85000,-15000,-0.162,0.152,0.000,10
IL,17031,17031411100,0.600,0.150,0.000,156,610000,445000,80,0.800,0.000,0.000,231,740000,315000,73.58,75,130000,-130000,0.200,-0.150,0.000,-6.42
IL,17031,17031411200,0.667,0.000,0.000,296,740000,410000,82.5,0.545,0.091,0.000,168,395000,235000,80,-128,-345000,-175000,-0.121,0.091,0.000,-2.5
IL,17031,17031420200,0.750,0.000,0.000,53.5,250000,145000,80,0.800,0.000,0.000,154,235000,215000,88,100.5,-15000,70000,0.050,0.000,0.000,8
IL,17031,17031420300,0.500,0.000,0.000,159,300000,240000,81.795,0.385,0.077,0.154,210,645000,405000,80,51,345000,165000,-0.115,0.077,0.154,-1.795
IL,17031,17031420400,0.250,0.250,0.250,85,190000,120000,88.49000000000001,0.667,0.000,0.000,88,265000,235000,90,3,75000,115000,0.417,-0.250,-0.250,1.51
IL,17031,17031420500,0.333,0.333,0.000,87,205000,155000,75,0.600,0.200,0.200,170,395000,355000,95,83,190000,200000,0.267,-0.133,0.200,20
IL,17031,17031420600,0.333,0.667,0.000,72,225000,220000,97,0.182,0.545,0.091,159,515000,495000,95,87,290000,275000,-0.152,-0.121,0.091,-2
IL,17031,17031420700,0.250,0.750,0.000,74.5,170000,160000,95,0.000,0.692,0.077,141,475000,435000,95,66.5,305000,275000,-0.250,-0.058,0.077,0
IL,17031,17031420800,0.111,0.444,0.222,73,225000,185000,95,0.000,0.500,0.250,231,585000,525000,95,158,360000,340000,-0.111,0.056,0.028,0
IL,17031,17031421200,0.000,0.500,0.000,63,145000,140000,96,0.000,0.667,0.000,164,365000,115000,95,101,220000,-25000,0.000,0.167,0.000,-1
IL,17031,17031430101,0.286,0.714,0.000,97,235000,185000,86.46,0.333,0.500,0.000,122,420000,400000,95,25,185000,215000,0.048,-0.214,0.000,8.54
IL,17031,17031430102,0.000,0.667,0.000,85,175000,165000,95,0.286,0.714,0.000,80,195000,175000,90,-5,20000,10000,0.286,0.048,0.000,-5
IL,17031,17031430200,0.429,0.429,0.000,191,535000,455000,90,0.091,0.636,0.000,147,375000,295000,85,-44,-160000,-160000,-0.338,0.208,0.000,-5
IL,17031,17031430300,0.000,0.750,0.250,58.5,135000,125000,96.61,0.000,0.750,0.000,79.5,170000,160000,92.5,21,35000,35000,0.000,0.000,-0.250,-4.11
IL,17031,17031430400,0.000,1.000,0.000,57.5,170000,105000,97.24600000000001,0.000,0.400,0.200,83,275000,245000,90,25.5,105000,140000,0.000,-0.600,0.200,-7.246
IL,17031,17031430500,0.250,0.750,0.000,60.5,150000,130000,99.045,0.250,0.500,0.250,73.5,260000,240000,95,13,110000,110000,0.000,-0.250,0.250,-4.045
IL,17031,17031430600,0.333,0.333,0.000,160,345000,325000,80,0.333,0.000,0.000,95,335000,305000,97,-65,-10000,-20000,0.000,-0.333,0.000,17
IL,17031,17031430900,0.500,0.500,0.000,113.5,240000,230000,97.535,0.167,0.667,0.000,118,350000,310000,95.995,4.5,110000,80000,-0.333,0.167,0.000,-1.54
IL,17031,17031431200,0.167,0.667,0.083,73,205000,170000,97,0.118,0.588,0.176,78,265000,235000,97,5,60000,65000,-0.049,-0.078,0.093,0
IL,17031,17031431301,0.000,1.000,0.000,68,275000,295000,108.71,0.200,0.400,0.200,94,395000,315000,94.386,26,120000,20000,0.200,-0.600,0.200,-14.324
IL,17031,17031431302,0.000,0.500,0.000,63,195000,40000,101.653,0.000,0.333,0.000,71,155000,155000,96,8,-40000,115000,0.000,-0.167,0.000,-5.653
IL,17031,17031431400,0.667,0.167,0.000,90.5,170000,145000,87.5,0.154,0.462,0.231,76,155000,135000,95,-14.5,-15000,-10000,-0.513,0.295,0.231,7.5
IL,17031,17031440101,0.000,1.000,0.000,98,195000,145000,74.98,0.143,0.143,0.571,80,225000,205000,95,-18,30000,60000,0.143,-0.857,0.571,20.02
IL,17031,17031440102,0.000,0.000,0.000,67,170000,160000,95,0.000,0.333,0.000,124,385000,345000,90,57,215000,185000,0.000,0.333,0.000,-5
IL,17031,17031440201,0.000,1.000,0.000,65,165000,175000,95,0.000,0.857,0.000,109,385000,365000,95,44,220000,190000,0.000,-0.143,0.000,0
IL,17031,17031440202,0.000,1.000,0.000,86,105000,75000,97,0.000,0.750,0.250,78,255000,240000,95,-8,150000,165000,0.000,-0.250,0.250,-2
IL,17031,17031440300,0.154,0.615,0.077,62,135000,115000,97,0.000,0.611,0.167,79,250000,210000,97,17,115000,95000,-0.154,-0.004,0.090,0
IL,17031,17031440600,0.000,0.667,0.333,61,195000,175000,95,0.000,0.636,0.091,104,265000,185000,95,43,70000,10000,0.000,-0.030,-0.242,0
IL,17031,17031440700,0.000,0.500,0.500,47,145000,135000,100.14750000000001,0.000,0.800,0.000,76,225000,225000,95,29,80000,90000,0.000,0.300,-0.500,-5.1475
IL,17031,17031440800,0.000,0.500,0.000,53,90000,35000,52.5,0.000,1.000,0.000,47,65000,65000,97,-6,-25000,30000,0.000,0.500,0.000,44.5
IL,17031,17031440900,0.000,1.000,0.000,67,165000,160000,97,0.125,0.625,0.000,69,245000,55000,100,2,80000,-105000,0.125,-0.375,0.000,3
IL,17031,17031450300,0.000,0.800,0.000,65,175000,145000,97,0.000,0.833,0.111,86,245000,170000,96,21,70000,25000,0.000,0.033,0.111,-1
IL,17031,17031460100,0.000,0.500,0.500,27,90000,80000,80.9,0.000,0.333,0.400,58,175000,145000,94.545,31,85000,65000,0.000,-0.167,-0.100,13.645
IL,17031,17031460301,0.000,1.000,0.000,27,85000,75000,90,0.000,1.000,0.000,65.5,220000,70000,98.568,38.5,135000,-5000,0.000,0.000,0.000,8.568
IL,17031,17031460302,0.000,0.667,0.333,38,155000,145000,90,0.071,0.857,0.071,89.5,230000,180000,95,51.5,75000,35000,0.071,0.190,-0.262,5
IL,17031,17031460400,0.000,1.000,0.000,84.5,185000,95000,100.299,0.000,0.250,0.250,69.5,235000,160000,94.31,-15,50000,65000,0.000,-0.750,0.250,-5.989
IL,17031,17031460500,0.045,0.682,0.091,64.5,160000,140000,97,0.059,0.706,0.059,90,255000,205000,95,25.5,95000,65000,0.013,0.024,-0.032,-2
IL,17031,17031470100,0.000,0.667,0.000,44,145000,85000,99.54,0.091,0.545,0.091,70,205000,175000,97,26,60000,90000,0.091,-0.121,0.091,-2.54
IL,17031,17031480100,0.000,0.500,0.000,61,150000,140000,97,0.000,0.818,0.182,72,255000,225000,97,11,105000,85000,0.000,0.318,0.182,0
IL,17031,17031480200,0.000,1.000,0.000,90,235000,225000,98.19,0.000,0.250,0.500,85.5,230000,205000,95,-4.5,-5000,-20000,0.000,-0.750,0.500,-3.19
IL,17031,17031480300,0.000,1.000,0.000,56.5,155000,150000,100.815,0.000,0.500,0.000,113.5,280000,215000,95,57,125000,65000,0.000,-0.500,0.000,-5.815
IL,17031,17031480400,0.034,0.724,0.000,82,185000,175000,95,0.000,0.703,0.054,75,245000,215000,97,-7,60000,40000,-0.034,-0.021,0.054,2
IL,17031,17031480500,0.000,0.667,0.333,37.5,95000,80000,96,0.000,0.769,0.000,62,185000,175000,95,24.5,90000,95000,0.000,0.103,-0.333,-1
IL,17031,17031490500,0.000,1.000,0.000,62.5,175000,165000,97,0.000,0.625,0.250,88.5,270000,220000,97,26,95000,55000,0.000,-0.375,0.250,0
IL,17031,17031490600,0.000,0.500,0.250,38,100000,80000,98.5,0.000,0.200,0.400,64,245000,175000,97,26,145000,95000,0.000,-0.300,0.150,-1.5
IL,17031,17031490700,0.000,0.625,0.250,46,130000,105000,98.405,0.000,0.538,0.308,71,175000,165000,97,25,45000,60000,0.000,-0.087,0.058,-1.405
IL,17031,17031490800,0.000,0.889,0.111,58,145000,125000,97,0.000,0.571,0.286,53.5,205000,170000,97,-4.5,60000,45000,0.000,-0.317,0.175,0
IL,17031,17031490901,0.000,0.500,0.000,43.5,120000,110000,97,0.250,0.625,0.000,78,255000,185000,95,34.5,135000,75000,0.250,0.125,0.000,-2
IL,17031,17031490902,0.000,0.700,0.000,55.5,135000,90000,99.37,0.000,0.667,0.267,72,255000,195000,97,16.5,120000,105000,0.000,-0.033,0.267,-2.37
IL,17031,17031491000,0.000,0.750,0.250,36,80000,65000,94.015,0.000,0.571,0.357,90.5,215000,195000,95,54.5,135000,130000,0.000,-0.179,0.107,0.985
IL,17031,17031491100,0.000,0.857,0.000,55.5,145000,110000,98.3675,0.000,0.500,0.389,63.5,205000,175000,95,8,60000,65000,0.000,-0.357,0.389,-3.3675
IL,17031,17031491200,0.000,0.500,0.000,63,115000,40000,99.10849999999999,0.000,1.000,0.000,85,275000,265000,97,22,160000,225000,0.000,0.500,0.000,-2.1085
IL,17031,17031491300,0.000,1.000,0.000,73,65000,5000,10.87,0.286,0.429,0.143,69,215000,185000,94,-4,150000,180000,0.286,-0.571,0.143,83.13
IL,17031,17031491400,0.000,0.000,0.000,119,85000,75000,80,0.000,0.500,0.167,84.5,370000,280000,96,-34.5,285000,205000,0.000,0.500,0.167,16
IL,17031,17031500100,0.000,0.800,0.000,49,155000,145000,100,0.000,0.846,0.154,70,235000,185000,97,21,80000,40000,0.000,0.046,0.154,-3
IL,17031,17031500200,0.000,1.000,0.000,58,125000,75000,100.837,0.000,0.714,0.000,64.5,170000,95000,99.75,6.5,45000,20000,0.000,-0.286,0.000,-1.087
IL,17031,17031500300,0.500,0.250,0.125,52.5,115000,100000,92.5,0.267,0.600,0.067,105,245000,215000,95,52.5,130000,115000,-0.233,0.350,-0.058,2.5
IL,17031,17031510100,0.000,0.000,1.000,44,105000,65000,95,0.000,0.000,0.700,69,185000,170000,96,25,80000,105000,0.000,0.000,-0.300,1
IL,17031,17031510200,0.000,0.333,0.667,32,125000,125000,99.85,0.000,0.333,0.667,86.5,195000,175000,95,54.5,70000,50000,0.000,0.000,0.000,-4.85
IL,17031,17031510300,0.000,1.000,0.000,37,85000,75000,102.495,0.000,0.750,0.167,79,160000,140000,97,42,75000,65000,0.000,-0.250,0.167,-5.495
IL,17031,17031520200,0.000,0.200,0.800,30,65000,65000,95,0.000,0.000,1.000,50,205000,195000,94.877,20,140000,130000,0.000,-0.200,0.200,-0.123
IL,17031,17031520300,0.056,0.056,0.722,46.5,115000,100000,95.9995,0.000,0.200,0.800,62,185000,155000,95,15.5,70000,55000,-0.056,0.144,0.078,-0.9995
IL,17031,17031520400,0.059,0.000,0.824,41,135000,125000,95,0.077,0.000,0.538,83,245000,235000,95,42,110000,110000,0.018,0.000,-0.285,0
IL,17031,17031520500,0.095,0.095,0.667,56,135000,135000,97,0.063,0.125,0.813,83,250000,225000,95,27,115000,90000,-0.033,0.030,0.146,-2
IL,17031,17031520600,0.077,0.077,0.846,59,125000,115000,95,0.125,0.125,0.750,71.5,260000,230000,96,12.5,135000,115000,0.048,0.048,-0.096,1
IL,17031,17031530100,0.000,1.000,0.000,42,225000,225000,100,0.000,0.750,0.000,77.5,235000,190000,104.239,35.5,10000,-35000,0.000,-0.250,0.000,4.239
IL,17031,17031530300,0.000,0.667,0.083,60.5,155000,135000,97,0.000,0.462,0.269,75,220000,190000,96.70349999999999,14.5,65000,55000,0.000,-0.205,0.186,-0.2965
IL,17031,17031530400,0.000,0.750,0.250,51,110000,115000,97,0.000,1.000,0.000,106,200000,180000,96,55,90000,65000,0.000,0.250,-0.250,-1
IL,17031,17031530501,0.000,0.636,0.091,52,165000,115000,97,0.048,0.619,0.286,63,205000,185000,97,11,40000,70000,0.048,-0.017,0.195,0
IL,17031,17031530502,0.000,1.000,0.000,50,150000,150000,100.5015,0.000,0.750,0.000,72,230000,185000,93.0855,22,80000,35000,0.000,-0.250,0.000,-7.416
IL,17031,17031530503,0.000,0.563,0.188,46.5,115000,80000,101.431,0.037,0.667,0.259,71,205000,135000,98.366,24.5,90000,55000,0.037,0.104,0.072,-3.065
IL,17031,17031530600,0.000,0.800,0.200,56,135000,115000,99.82,0.000,0.429,0.286,63,215000,165000,97,7,80000,50000,0.000,-0.371,0.086,-2.82
IL,17031,17031550100,0.353,0.059,0.588,71,145000,115000,95,0.158,0.053,0.737,91,255000,225000,95,20,110000,110000,-0.195,-0.006,0.149,0
IL,17031,17031550200,0.333,0.056,0.500,59,135000,115000,95,0.095,0.143,0.762,85,235000,215000,94,26,100000,100000,-0.238,0.087,0.262,-1
IL,17031,17031560100,0.333,0.000,0.000,38,185000,175000,80,0.000,0.000,1.000,83.5,320000,310000,91,45.5,135000,135000,-0.333,0.000,1.000,11
IL,17031,17031560200,0.111,0.000,0.778,49,165000,155000,90,0.000,0.000,1.000,62,275000,245000,95,13,110000,90000,-0.111,0.000,0.222,5
IL,17031,17031560300,0.063,0.000,0.688,66,225000,195000,95,0.071,0.000,0.714,106.5,310000,235000,90,40.5,85000,40000,0.009,0.000,0.027,-5
IL,17031,17031560400,0.000,0.000,0.846,49,215000,185000,97,0.000,0.000,0.875,77,305000,260000,85,28,90000,75000,0.000,0.000,0.029,-12
IL,17031,17031560700,0.111,0.000,0.778,66.5,210000,185000,95,0.077,0.000,0.923,99,315000,295000,90,32.5,105000,110000,-0.034,0.000,0.145,-5
IL,17031,17031560800,0.265,0.029,0.618,79,235000,205000,95,0.189,0.081,0.703,84,325000,295000,95,5,90000,90000,-0.076,0.052,0.085,0
IL,17031,17031560900,0.462,0.000,0.410,92,285000,235000,85,0.297,0.000,0.595,112,365000,305000,85,20,80000,70000,-0.164,0.000,0.184,0
IL,17031,17031561000,0.340,0.000,0.596,81,275000,235000,90,0.351,0.000,0.459,115,395000,315000,95,34,120000,80000,0.011,0.000,-0.136,5
IL,17031,17031561100,0.158,0.000,0.605,74.5,245000,215000,92,0.111,0.000,0.806,99.5,330000,295000,95,25,85000,80000,-0.047,0.000,0.200,3
IL,17031,17031570100,0.200,0.000,0.600,73,255000,245000,95,0.000,0.000,1.000,68.5,220000,210000,93.5,-4.5,-35000,-35000,-0.200,0.000,0.400,-1.5
IL,17031,17031570200,0.000,0.000,0.286,60,185000,145000,80,0.000,0.000,0.750,95.5,270000,225000,95,35.5,85000,80000,0.000,0.000,0.464,15
IL,17031,17031570300,0.000,0.000,0.786,54,225000,180000,95,0.176,0.000,0.765,81,315000,285000,95,27,90000,105000,0.176,0.000,-0.021,0
IL,17031,17031570400,0.333,0.000,0.667,44,185000,175000,80,0.000,0.000,1.000,85.5,305000,220000,64.816,41.5,120000,45000,-0.333,0.000,0.333,-15.184
IL,17031,17031570500,0.125,0.000,0.750,51,200000,160000,92.5,0.000,0.000,1.000,75,325000,305000,95,24,125000,145000,-0.125,0.000,0.250,2.5
IL,17031,17031580100,0.167,0.000,0.083,110.5,370000,260000,76.61,0.000,0.000,0.333,84.5,425000,270000,70,-26,55000,10000,-0.167,0.000,0.250,-6.61
IL,17031,17031580200,0.000,0.000,0.333,52.5,190000,145000,77.13499999999999,0.000,0.000,0.143,110,425000,375000,80,57.5,235000,230000,0.000,0.000,-0.190,2.865
IL,17031,17031580300,0.000,0.000,0.286,63,245000,145000,79.95,0.000,0.000,0.667,60,260000,230000,94.438,-3,15000,85000,0.000,0.000,0.381,14.488
IL,17031,17031580400,0.000,0.000,0.214,49,225000,165000,77.005,0.000,0.000,0.200,72.5,300000,220000,69.483,23.5,75000,55000,0.000,0.000,-0.014,-7.522
IL,17031,17031580501,0.000,0.000,0.273,49,215000,155000,72,0.000,0.000,0.714,72,245000,220000,91.83500000000001,23,30000,65000,0.000,0.000,0.442,19.835
IL,17031,17031580502,0.111,0.000,0.444,61,205000,165000,75.42,0.091,0.000,0.727,90,345000,265000,95,29,140000,100000,-0.020,0.000,0.283,19.58
IL,17031,17031580600,0.100,0.000,0.400,54.5,210000,150000,84.94,0.000,0.000,0.250,96.5,370000,295000,75,42,160000,145000,-0.100,0.000,-0.150,-9.94
IL,17031,17031580700,0.000,0.000,0.385,48,215000,175000,79.07,0.214,0.000,0.643,75,250000,235000,95,27,35000,60000,0.214,0.000,0.258,15.93
IL,17031,17031580800,0.000,0.000,1.000,54,220000,200000,95,0.000,0.000,0.667,88,265000,235000,90,34,45000,35000,0.000,0.000,-0.333,-5
IL,17031,17031590500,0.286,0.000,0.000,123,325000,245000,71.88,0.167,0.000,0.500,93.5,320000,220000,80,-29.5,-5000,-25000,-0.119,0.000,0.500,8.12
IL,17031,17031590600,0.357,0.000,0.143,83.5,295000,220000,80,0.000,0.000,0.714,117,365000,315000,89.99,33.5,70000,95000,-0.357,0.000,0.571,9.99
IL,17031,17031590700,0.071,0.000,0.214,59.5,260000,225000,79.39500000000001,0.167,0.000,0.583,85.5,340000,295000,84.97,26,80000,70000,0.095,0.000,0.369,5.575
IL,17031,17031600400,0.273,0.000,0.000,72,355000,245000,75,0.000,0.000,0.000,80,485000,335000,69.07,8,130000,90000,-0.273,0.000,0.000,-5.93
IL,17031,17031600600,0.333,0.067,0.067,72,245000,205000,73.545,0.400,0.000,0.200,121.5,425000,385000,95,49.5,180000,180000,0.067,-0.067,0.133,21.455
IL,17031,17031600700,0.250,0.000,0.000,133,545000,330000,71.5,0.000,0.111,0.222,122,585000,465000,80,-11,40000,135000,-0.250,0.111,0.222,8.5
IL,17031,17031600900,0.000,0.000,0.000,50,305000,235000,80,0.200,0.000,0.300,150.5,495000,385000,80.40950000000001,100.5,190000,150000,0.200,0.000,0.300,0.4095
IL,17031,17031610300,0.250,0.188,0.500,66,170000,145000,93.35300000000001,0.000,0.000,0.750,68.5,270000,215000,95.625,2.5,100000,70000,-0.250,-0.188,0.250,2.272
IL,17031,17031610400,0.000,0.000,1.000,83,95000,95000,95,0.000,0.000,1.000,61,270000,225000,83.035,-22,175000,130000,0.000,0.000,0.000,-11.965
IL,17031,17031610800,0.667,0.111,0.000,79,325000,215000,82,0.800,0.000,0.000,111,305000,285000,90,32,-20000,70000,0.133,-0.111,0.000,8
IL,17031,17031611200,0.000,0.000,1.000,44,125000,115000,101.198,0.000,0.000,1.000,65,300000,255000,96.25399999999999,21,175000,140000,0.000,0.000,0.000,-4.944
IL,17031,17031611300,0.000,0.000,1.000,46,95000,75000,79,0.000,0.000,1.000,77,275000,225000,99.305,31,180000,150000,0.000,0.000,0.000,20.305
IL,17031,17031611400,0.000,0.000,1.000,31.5,135000,105000,87.5,0.000,0.000,0.667,103,295000,250000,95,71.5,160000,145000,0.000,0.000,-0.333,7.5
IL,17031,17031611500,0.000,0.000,0.667,77,215000,165000,84.8,0.000,0.000,0.800,64,355000,215000,95,-13,140000,50000,0.000,0.000,0.133,10.2
IL,17031,17031611700,0.000,0.000,1.000,37,175000,5000,100.912,0.000,0.400,0.600,81,275000,215000,95,44,100000,210000,0.000,0.400,-0.400,-5.912
IL,17031,17031611800,0.000,0.000,1.000,18,75000,55000,85,0.000,0.000,0.667,100,325000,285000,93.906,82,250000,230000,0.000,0.000,-0.333,8.906
IL,17031,17031611900,0.000,0.000,1.000,54,125000,40000,47.344,0.000,0.000,0.750,66.5,275000,195000,96,12.5,150000,155000,0.000,0.000,-0.250,48.656
IL,17031,17031612100,0.000,0.000,1.000,26,115000,5000,101.818,0.000,0.333,0.667,64,245000,245000,97,38,130000,240000,0.000,0.333,-0.333,-4.818
IL,17031,17031620100,0.059,0.000,0.412,49,185000,155000,90,0.143,0.000,0.786,91,295000,265000,95,42,110000,110000,0.084,0.000,0.374,5
IL,17031,17031620200,0.000,0.000,0.667,59.5,220000,185000,82.5,0.000,0.000,0.750,82,325000,265000,90,22.5,105000,80000,0.000,0.000,0.083,7.5
IL,17031,17031620300,0.048,0.000,0.905,49,185000,155000,90,0.048,0.000,0.857,93,295000,225000,96.883,44,110000,70000,0.000,0.000,-0.048,6.883
IL,17031,17031620400,0.000,0.000,0.778,55,200000,180000,96,0.000,0.000,0.933,73,295000,275000,97,18,95000,95000,0.000,0.000,0.156,1
IL,17031,17031630300,0.000,0.000,1.000,52,250000,215000,92.5,0.000,0.000,0.875,66.5,285000,240000,87.6035,14.5,35000,25000,0.000,0.000,-0.125,-4.8965
IL,17031,17031630400,0.000,0.000,0.933,36,155000,135000,95,0.000,0.000,0.900,65,260000,250000,95,29,105000,115000,0.000,0.000,-0.033,0
IL,17031,17031630500,0.000,0.000,0.833,55,160000,140000,87.027,0.000,0.000,0.889,88,305000,265000,90,33,145000,125000,0.000,0.000,0.056,2.973
IL,17031,17031630800,0.000,0.000,0.917,44.5,155000,145000,90,0.000,0.000,1.000,79,265000,235000,90,34.5,110000,90000,0.000,0.000,0.083,0
IL,17031,17031630900,0.091,0.091,0.818,60,175000,165000,95,0.000,0.000,1.000,75,345000,335000,96,15,170000,170000,-0.091,-0.091,0.182,1
IL,17031,17031640100,0.200,0.133,0.667,71,215000,175000,95,0.000,0.000,1.000,92,295000,285000,96,21,80000,110000,-0.200,-0.133,0.333,1
IL,17031,17031640300,0.107,0.000,0.732,74.5,225000,195000,95,0.083,0.000,0.861,81.5,325000,285000,92.5,7,100000,90000,-0.024,0.000,0.129,-2.5
IL,17031,17031640400,0.333,0.000,0.576,66,195000,155000,95,0.120,0.040,0.720,91,295000,255000,95,25,100000,100000,-0.213,0.040,0.144,0
IL,17031,17031640500,0.326,0.043,0.587,73,225000,160000,95,0.205,0.051,0.513,87,225000,215000,95,14,0,55000,-0.121,0.008,-0.074,0
IL,17031,17031640600,0.120,0.000,0.800,75,205000,165000,95,0.037,0.074,0.852,84,305000,265000,95,9,100000,100000,-0.083,0.074,0.052,0
IL,17031,17031640700,0.300,0.000,0.550,43,175000,155000,97,0.125,0.000,0.750,69,235000,215000,96,26,60000,60000,-0.175,0.000,0.200,-1
IL,17031,17031640800,0.000,0.000,0.909,66,215000,185000,95,0.000,0.000,0.667,101.5,365000,290000,90,35.5,150000,105000,0.000,0.000,-0.242,-5
IL,17031,17031650100,0.000,0.000,1.000,53.5,205000,160000,95,0.000,0.000,1.000,58.5,275000,250000,92.5,5,70000,90000,0.000,0.000,0.000,-2.5
IL,17031,17031650200,0.118,0.000,0.647,57,235000,205000,95,0.000,0.000,1.000,80,335000,275000,95,23,100000,70000,-0.118,0.000,0.353,0
IL,17031,17031650301,0.000,0.000,0.818,57,215000,165000,95.74000000000001,0.143,0.000,0.857,76.5,310000,250000,92.5,19.5,95000,85000,0.143,0.000,0.039,-3.24
IL,17031,17031650302,0.000,0.000,0.952,54,205000,185000,94.999,0.000,0.000,1.000,78,315000,255000,95,24,110000,70000,0.000,0.000,0.048,0.001
IL,17031,17031650400,0.000,0.000,0.958,54.5,190000,180000,95.75,0.000,0.045,0.818,70,285000,255000,96,15.5,95000,75000,0.000,0.045,-0.140,0.25
IL,17031,17031650500,0.000,0.111,0.833,52.5,210000,155000,96.9995,0.045,0.364,0.500,76.5,190000,170000,97,24,-20000,15000,0.045,0.253,-0.333,0.0005
IL,17031,17031660301,0.667,0.000,0.333,51,145000,95000,95,0.000,0.000,1.000,71,255000,245000,95,20,110000,150000,-0.667,0.000,0.667,0
IL,17031,17031660302,0.000,0.000,1.000,43.5,160000,145000,90,0.000,0.000,0.900,54.5,260000,220000,94.9885,11,100000,75000,0.000,0.000,-0.100,4.9885
IL,17031,17031660400,0.000,0.000,0.900,44,180000,170000,95.95,0.000,0.000,0.800,75,295000,255000,97.007,31,115000,85000,0.000,0.000,-0.100,1.057
IL,17031,17031660500,0.000,0.000,1.000,51,185000,145000,95,0.000,0.167,0.667,85.5,265000,220000,96.676,34.5,80000,75000,0.000,0.167,-0.333,1.676
IL,17031,17031660600,0.000,0.000,0.875,35.5,150000,130000,90,0.000,0.167,0.833,71.5,280000,245000,95,36,130000,115000,0.000,0.167,-0.042,5
IL,17031,17031660700,0.000,0.000,0.800,33,125000,75000,101.15,0.000,0.000,1.000,66,255000,205000,97.923,33,130000,130000,0.000,0.000,0.200,-3.227
IL,17031,17031660800,0.000,0.000,0.917,44,180000,165000,96.6305,0.000,0.167,0.583,88,310000,245000,92.495,44,130000,80000,0.000,0.167,-0.333,-4.1355
IL,17031,17031660900,0.125,0.125,0.625,76.5,195000,110000,96.58,0.000,0.053,0.842,81,355000,315000,95,4.5,160000,205000,-0.125,-0.072,0.217,-1.58
IL,17031,17031661000,0.000,0.048,0.905,42,145000,135000,95,0.000,0.074,0.926,68,245000,225000,95,26,100000,90000,0.000,0.026,0.021,0
IL,17031,17031661100,0.042,0.042,0.875,50.5,170000,155000,95,0.000,0.000,0.952,65,255000,245000,95,14.5,85000,90000,-0.042,-0.042,0.077,0
IL,17031,17031670100,0.333,0.333,0.333,39,135000,135000,97,0.000,0.250,0.750,57.5,195000,180000,95,18.5,60000,45000,-0.333,-0.083,0.417,-2
IL,17031,17031670200,0.000,0.000,1.000,22,85000,75000,90,0.000,0.000,0.833,73,350000,335000,95,51,265000,260000,0.000,0.000,-0.167,5
IL,17031,17031670400,0.000,0.000,1.000,56,100000,100000,97.5,0.125,0.000,0.875,74,235000,230000,95,18,135000,130000,0.125,0.000,-0.125,-2.5
IL,17031,17031670500,0.000,0.000,1.000,31,80000,75000,95,0.000,0.000,1.000,59.5,245000,225000,96,28.5,165000,150000,0.000,0.000,0.000,1
IL,17031,17031670600,0.000,0.000,1.000,42,125000,115000,97,0.000,0.000,1.000,91,245000,235000,97,49,120000,120000,0.000,0.000,0.000,0
IL,17031,17031670700,0.000,0.000,1.000,41,105000,95000,95.714,0.000,0.000,1.000,44.5,185000,170000,95.556,3.5,80000,75000,0.000,0.000,0.000,-0.158
IL,17031,17031670800,0.000,1.000,0.000,16,55000,55000,97,0.000,0.111,0.889,50,225000,105000,99.75,34,170000,50000,0.000,-0.889,0.889,2.75
IL,17031,17031671200,0.000,1.000,0.000,54,145000,135000,100.32,0.000,0.500,0.500,93,265000,250000,97,39,120000,115000,0.000,-0.500,0.500,-3.32
IL,17031,17031671400,0.000,0.000,1.000,43,145000,95000,100.28,0.000,0.167,0.833,64,220000,170000,95,21,75000,75000,0.000,0.167,-0.167,-5.28
IL,17031,17031671500,0.000,0.500,0.500,40,85000,65000,83.5,0.000,0.000,0.692,67,225000,175000,95,27,140000,110000,0.000,-0.500,0.192,11.5
IL,17031,17031671600,0.000,1.000,0.000,42,125000,115000,101.44,0.000,0.250,0.667,69,260000,215000,95,27,135000,100000,0.000,-0.750,0.667,-6.44
